sessionid;session_date;visible;split;subjectid;subject;s_cat;female;age;domain;eval_in;eval_out
eh5k6505;2020-12-11;No;5:5;uo9zgddd;10;2;1;22;close;6;1
hv8wul63;2020-12-12;Yes;6:4;c093w9ym;1;2;1;24;belong;5;4
hv8wul63;2020-12-12;Yes;6:4;c093w9ym;1;2;1;24;common;3;5
hv8wul63;2020-12-12;Yes;6:4;c093w9ym;1;2;1;24;liking;6;6
hv8wul63;2020-12-12;Yes;6:4;c093w9ym;1;2;1;24;close;4;5
hv8wul63;2020-12-12;Yes;6:4;0v6lb4pq;2;2;0;21;belong;3;3
hv8wul63;2020-12-12;Yes;6:4;0v6lb4pq;2;2;0;21;common;2;4
hv8wul63;2020-12-12;Yes;6:4;0v6lb4pq;2;2;0;21;liking;3;5
hv8wul63;2020-12-12;Yes;6:4;0v6lb4pq;2;2;0;21;close;3;5
hv8wul63;2020-12-12;Yes;6:4;w64jy1j7;3;2;0;22;belong;5;1
hv8wul63;2020-12-12;Yes;6:4;w64jy1j7;3;2;0;22;common;6;1
hv8wul63;2020-12-12;Yes;6:4;w64jy1j7;3;2;0;22;liking;7;3
hv8wul63;2020-12-12;Yes;6:4;w64jy1j7;3;2;0;22;close;5;2
hv8wul63;2020-12-12;Yes;6:4;3a123v0t;4;1;0;31;belong;1;1
hv8wul63;2020-12-12;Yes;6:4;3a123v0t;4;1;0;31;common;1;1
hv8wul63;2020-12-12;Yes;6:4;3a123v0t;4;1;0;31;liking;1;1
hv8wul63;2020-12-12;Yes;6:4;3a123v0t;4;1;0;31;close;1;1
hv8wul63;2020-12-12;Yes;6:4;dypv2ldu;5;1;1;22;belong;5;3
hv8wul63;2020-12-12;Yes;6:4;dypv2ldu;5;1;1;22;common;4;4
hv8wul63;2020-12-12;Yes;6:4;dypv2ldu;5;1;1;22;liking;5;5
hv8wul63;2020-12-12;Yes;6:4;dypv2ldu;5;1;1;22;close;3;3
hv8wul63;2020-12-12;Yes;6:4;5p4r6an3;6;1;1;21;belong;6;2
hv8wul63;2020-12-12;Yes;6:4;5p4r6an3;6;1;1;21;common;5;2
hv8wul63;2020-12-12;Yes;6:4;5p4r6an3;6;1;1;21;liking;5;3
hv8wul63;2020-12-12;Yes;6:4;5p4r6an3;6;1;1;21;close;4;1
hv8wul63;2020-12-12;Yes;6:4;gwz617pp;7;1;0;21;belong;7;1
hv8wul63;2020-12-12;Yes;6:4;gwz617pp;7;1;0;21;common;5;4
hv8wul63;2020-12-12;Yes;6:4;gwz617pp;7;1;0;21;liking;6;6
hv8wul63;2020-12-12;Yes;6:4;gwz617pp;7;1;0;21;close;4;2
hv8wul63;2020-12-12;Yes;6:4;31ugeisa;8;1;1;20;belong;4;1
hv8wul63;2020-12-12;Yes;6:4;31ugeisa;8;1;1;20;common;2;3
hv8wul63;2020-12-12;Yes;6:4;31ugeisa;8;1;1;20;liking;4;5
hv8wul63;2020-12-12;Yes;6:4;31ugeisa;8;1;1;20;close;1;1
hv8wul63;2020-12-12;Yes;6:4;hclemoox;9;1;1;23;belong;1;6
hv8wul63;2020-12-12;Yes;6:4;hclemoox;9;1;1;23;common;2;6
hv8wul63;2020-12-12;Yes;6:4;hclemoox;9;1;1;23;liking;1;7
hv8wul63;2020-12-12;Yes;6:4;hclemoox;9;1;1;23;close;1;6
hv8wul63;2020-12-12;Yes;6:4;bkzvpbw1;10;2;0;21;belong;6;3
hv8wul63;2020-12-12;Yes;6:4;bkzvpbw1;10;2;0;21;common;4;3
hv8wul63;2020-12-12;Yes;6:4;bkzvpbw1;10;2;0;21;liking;5;5
hv8wul63;2020-12-12;Yes;6:4;bkzvpbw1;10;2;0;21;close;5;3
ntav3a82;2020-12-18;No;6:4;yx9y6i73;1;2;1;27;belong;7;3
ntav3a82;2020-12-18;No;6:4;yx9y6i73;1;2;1;27;common;6;4
ntav3a82;2020-12-18;No;6:4;yx9y6i73;1;2;1;27;liking;7;6
ntav3a82;2020-12-18;No;6:4;yx9y6i73;1;2;1;27;close;7;5
ntav3a82;2020-12-18;No;6:4;yndjbzl6;2;1;1;22;belong;4;1
ntav3a82;2020-12-18;No;6:4;yndjbzl6;2;1;1;22;common;3;2
ntav3a82;2020-12-18;No;6:4;yndjbzl6;2;1;1;22;liking;3;5
ntav3a82;2020-12-18;No;6:4;yndjbzl6;2;1;1;22;close;1;4
ntav3a82;2020-12-18;No;6:4;1vajtu1u;3;2;1;23;belong;6;1
ntav3a82;2020-12-18;No;6:4;1vajtu1u;3;2;1;23;common;2;2
ntav3a82;2020-12-18;No;6:4;1vajtu1u;3;2;1;23;liking;2;4
ntav3a82;2020-12-18;No;6:4;1vajtu1u;3;2;1;23;close;1;2
ntav3a82;2020-12-18;No;6:4;2oxl083g;4;1;0;23;belong;2;1
ntav3a82;2020-12-18;No;6:4;2oxl083g;4;1;0;23;common;1;2
ntav3a82;2020-12-18;No;6:4;2oxl083g;4;1;0;23;liking;3;2
ntav3a82;2020-12-18;No;6:4;2oxl083g;4;1;0;23;close;2;2
ntav3a82;2020-12-18;No;6:4;64m7rtpf;5;1;0;32;belong;2;2
ntav3a82;2020-12-18;No;6:4;64m7rtpf;5;1;0;32;common;2;2
ntav3a82;2020-12-18;No;6:4;64m7rtpf;5;1;0;32;liking;4;4
ntav3a82;2020-12-18;No;6:4;64m7rtpf;5;1;0;32;close;3;2
ntav3a82;2020-12-18;No;6:4;kf0dvjn0;6;2;0;23;belong;5;1
ntav3a82;2020-12-18;No;6:4;kf0dvjn0;6;2;0;23;common;5;4
ntav3a82;2020-12-18;No;6:4;kf0dvjn0;6;2;0;23;liking;5;4
ntav3a82;2020-12-18;No;6:4;kf0dvjn0;6;2;0;23;close;2;2
ntav3a82;2020-12-18;No;6:4;wsy6eiq4;7;1;1;22;belong;4;4
ntav3a82;2020-12-18;No;6:4;wsy6eiq4;7;1;1;22;common;4;4
ntav3a82;2020-12-18;No;6:4;wsy6eiq4;7;1;1;22;liking;4;4
ntav3a82;2020-12-18;No;6:4;wsy6eiq4;7;1;1;22;close;4;4
ntav3a82;2020-12-18;No;6:4;7r9c4jro;8;2;0;22;belong;1;1
ntav3a82;2020-12-18;No;6:4;7r9c4jro;8;2;0;22;common;1;1
ntav3a82;2020-12-18;No;6:4;7r9c4jro;8;2;0;22;liking;1;1
ntav3a82;2020-12-18;No;6:4;7r9c4jro;8;2;0;22;close;1;1
ntav3a82;2020-12-18;No;6:4;ty5eovmg;9;1;1;26;belong;3;2
ntav3a82;2020-12-18;No;6:4;ty5eovmg;9;1;1;26;common;3;2
ntav3a82;2020-12-18;No;6:4;ty5eovmg;9;1;1;26;liking;3;2
ntav3a82;2020-12-18;No;6:4;ty5eovmg;9;1;1;26;close;3;2
ntav3a82;2020-12-18;No;6:4;aonis5z6;10;1;0;32;belong;2;5
ntav3a82;2020-12-18;No;6:4;aonis5z6;10;1;0;32;common;2;5
ntav3a82;2020-12-18;No;6:4;aonis5z6;10;1;0;32;liking;2;6
ntav3a82;2020-12-18;No;6:4;aonis5z6;10;1;0;32;close;1;5
xpqavbw3;2020-12-21;Yes;7:3;u65uztum;1;2;1;25;belong;6;1
xpqavbw3;2020-12-21;Yes;7:3;u65uztum;1;2;1;25;common;4;2
xpqavbw3;2020-12-21;Yes;7:3;u65uztum;1;2;1;25;liking;5;4
xpqavbw3;2020-12-21;Yes;7:3;u65uztum;1;2;1;25;close;2;1
xpqavbw3;2020-12-21;Yes;7:3;0ec06y8h;2;1;1;22;belong;3;2
xpqavbw3;2020-12-21;Yes;7:3;0ec06y8h;2;1;1;22;common;2;2
xpqavbw3;2020-12-21;Yes;7:3;0ec06y8h;2;1;1;22;liking;5;4
xpqavbw3;2020-12-21;Yes;7:3;0ec06y8h;2;1;1;22;close;1;1
xpqavbw3;2020-12-21;Yes;7:3;74dgsrck;3;1;0;29;belong;6;2
xpqavbw3;2020-12-21;Yes;7:3;74dgsrck;3;1;0;29;common;6;2
xpqavbw3;2020-12-21;Yes;7:3;74dgsrck;3;1;0;29;liking;6;2
xpqavbw3;2020-12-21;Yes;7:3;74dgsrck;3;1;0;29;close;5;2
xpqavbw3;2020-12-21;Yes;7:3;pe24yy9r;4;1;1;23;belong;4;4
xpqavbw3;2020-12-21;Yes;7:3;pe24yy9r;4;1;1;23;common;4;4
xpqavbw3;2020-12-21;Yes;7:3;pe24yy9r;4;1;1;23;liking;4;4
xpqavbw3;2020-12-21;Yes;7:3;pe24yy9r;4;1;1;23;close;2;2
xpqavbw3;2020-12-21;Yes;7:3;ql9x4bl5;5;1;1;19;belong;2;1
xpqavbw3;2020-12-21;Yes;7:3;ql9x4bl5;5;1;1;19;common;4;4
xpqavbw3;2020-12-21;Yes;7:3;ql9x4bl5;5;1;1;19;liking;5;4
xpqavbw3;2020-12-21;Yes;7:3;ql9x4bl5;5;1;1;19;close;5;4
xpqavbw3;2020-12-21;Yes;7:3;p31szbbv;6;2;1;24;belong;5;1
xpqavbw3;2020-12-21;Yes;7:3;p31szbbv;6;2;1;24;common;3;1
xpqavbw3;2020-12-21;Yes;7:3;p31szbbv;6;2;1;24;liking;4;4
xpqavbw3;2020-12-21;Yes;7:3;p31szbbv;6;2;1;24;close;3;1
xpqavbw3;2020-12-21;Yes;7:3;4j2sbl3l;7;1;0;30;belong;7;1
xpqavbw3;2020-12-21;Yes;7:3;4j2sbl3l;7;1;0;30;common;3;1
xpqavbw3;2020-12-21;Yes;7:3;4j2sbl3l;7;1;0;30;liking;7;5
xpqavbw3;2020-12-21;Yes;7:3;4j2sbl3l;7;1;0;30;close;5;2
xpqavbw3;2020-12-21;Yes;7:3;w0bi8mv6;8;1;0;29;belong;5;2
xpqavbw3;2020-12-21;Yes;7:3;w0bi8mv6;8;1;0;29;common;4;4
xpqavbw3;2020-12-21;Yes;7:3;w0bi8mv6;8;1;0;29;liking;6;5
xpqavbw3;2020-12-21;Yes;7:3;w0bi8mv6;8;1;0;29;close;3;2
xpqavbw3;2020-12-21;Yes;7:3;d5mo0cbh;9;2;0;25;belong;6;1
xpqavbw3;2020-12-21;Yes;7:3;d5mo0cbh;9;2;0;25;common;4;4
xpqavbw3;2020-12-21;Yes;7:3;d5mo0cbh;9;2;0;25;liking;5;4
xpqavbw3;2020-12-21;Yes;7:3;d5mo0cbh;9;2;0;25;close;5;2
xpqavbw3;2020-12-21;Yes;7:3;9uqmpi2k;10;1;0;24;belong;6;1
xpqavbw3;2020-12-21;Yes;7:3;9uqmpi2k;10;1;0;24;common;3;3
xpqavbw3;2020-12-21;Yes;7:3;9uqmpi2k;10;1;0;24;liking;4;5
xpqavbw3;2020-12-21;Yes;7:3;9uqmpi2k;10;1;0;24;close;2;2
sxmrx7rr;2020-12-21;No;7:3;akgg2xzi;1;1;0;24;belong;4;1
sxmrx7rr;2020-12-21;No;7:3;akgg2xzi;1;1;0;24;common;2;4
sxmrx7rr;2020-12-21;No;7:3;akgg2xzi;1;1;0;24;liking;5;6
sxmrx7rr;2020-12-21;No;7:3;akgg2xzi;1;1;0;24;close;3;5
sxmrx7rr;2020-12-21;No;7:3;u59w0ioh;2;1;1;23;belong;5;4
sxmrx7rr;2020-12-21;No;7:3;u59w0ioh;2;1;1;23;common;4;4
sxmrx7rr;2020-12-21;No;7:3;u59w0ioh;2;1;1;23;liking;5;4
sxmrx7rr;2020-12-21;No;7:3;u59w0ioh;2;1;1;23;close;3;4
sxmrx7rr;2020-12-21;No;7:3;cztb9p3f;3;2;1;23;belong;2;6
sxmrx7rr;2020-12-21;No;7:3;cztb9p3f;3;2;1;23;common;2;6
sxmrx7rr;2020-12-21;No;7:3;cztb9p3f;3;2;1;23;liking;2;6
sxmrx7rr;2020-12-21;No;7:3;cztb9p3f;3;2;1;23;close;2;4
sxmrx7rr;2020-12-21;No;7:3;y7m9qac3;4;2;1;21;belong;2;3
sxmrx7rr;2020-12-21;No;7:3;y7m9qac3;4;2;1;21;common;3;3
sxmrx7rr;2020-12-21;No;7:3;y7m9qac3;4;2;1;21;liking;4;5
sxmrx7rr;2020-12-21;No;7:3;y7m9qac3;4;2;1;21;close;2;3
sxmrx7rr;2020-12-21;No;7:3;zod06fl3;5;1;0;30;belong;6;4
sxmrx7rr;2020-12-21;No;7:3;zod06fl3;5;1;0;30;common;6;4
sxmrx7rr;2020-12-21;No;7:3;zod06fl3;5;1;0;30;liking;6;5
sxmrx7rr;2020-12-21;No;7:3;zod06fl3;5;1;0;30;close;6;5
sxmrx7rr;2020-12-21;No;7:3;pbtrwu3c;6;1;0;31;belong;5;3
sxmrx7rr;2020-12-21;No;7:3;pbtrwu3c;6;1;0;31;common;4;3
sxmrx7rr;2020-12-21;No;7:3;pbtrwu3c;6;1;0;31;liking;4;4
sxmrx7rr;2020-12-21;No;7:3;pbtrwu3c;6;1;0;31;close;4;4
sxmrx7rr;2020-12-21;No;7:3;2m80eq7m;7;1;1;20;belong;6;1
sxmrx7rr;2020-12-21;No;7:3;2m80eq7m;7;1;1;20;common;2;1
sxmrx7rr;2020-12-21;No;7:3;2m80eq7m;7;1;1;20;liking;4;2
sxmrx7rr;2020-12-21;No;7:3;2m80eq7m;7;1;1;20;close;2;1
sxmrx7rr;2020-12-21;No;7:3;41cpth1z;8;1;1;20;belong;1;6
sxmrx7rr;2020-12-21;No;7:3;41cpth1z;8;1;1;20;common;1;6
sxmrx7rr;2020-12-21;No;7:3;41cpth1z;8;1;1;20;liking;2;7
sxmrx7rr;2020-12-21;No;7:3;41cpth1z;8;1;1;20;close;2;7
sxmrx7rr;2020-12-21;No;7:3;47ok1cxq;9;1;0;27;belong;5;2
sxmrx7rr;2020-12-21;No;7:3;47ok1cxq;9;1;0;27;common;5;3
sxmrx7rr;2020-12-21;No;7:3;47ok1cxq;9;1;0;27;liking;5;5
sxmrx7rr;2020-12-21;No;7:3;47ok1cxq;9;1;0;27;close;3;3
sxmrx7rr;2020-12-21;No;7:3;pbtkgrse;10;2;0;30;belong;2;2
sxmrx7rr;2020-12-21;No;7:3;pbtkgrse;10;2;0;30;common;2;3
sxmrx7rr;2020-12-21;No;7:3;pbtkgrse;10;2;0;30;liking;4;3
sxmrx7rr;2020-12-21;No;7:3;pbtkgrse;10;2;0;30;close;4;3
5o2w2nvx;2020-11-26;Yes;5:5;hwl11hrf;1;2;0;21;belong;6;1
5o2w2nvx;2020-11-26;Yes;5:5;hwl11hrf;1;2;0;21;common;5;2
5o2w2nvx;2020-11-26;Yes;5:5;hwl11hrf;1;2;0;21;liking;6;5
5o2w2nvx;2020-11-26;Yes;5:5;hwl11hrf;1;2;0;21;close;3;1
5o2w2nvx;2020-11-26;Yes;5:5;844y3c5c;2;1;1;24;belong;5;6
5o2w2nvx;2020-11-26;Yes;5:5;844y3c5c;2;1;1;24;common;5;6
5o2w2nvx;2020-11-26;Yes;5:5;844y3c5c;2;1;1;24;liking;5;6
5o2w2nvx;2020-11-26;Yes;5:5;844y3c5c;2;1;1;24;close;5;6
5o2w2nvx;2020-11-26;Yes;5:5;ns995mi1;3;2;1;21;belong;7;1
5o2w2nvx;2020-11-26;Yes;5:5;ns995mi1;3;2;1;21;common;3;3
5o2w2nvx;2020-11-26;Yes;5:5;ns995mi1;3;2;1;21;liking;6;5
5o2w2nvx;2020-11-26;Yes;5:5;ns995mi1;3;2;1;21;close;5;1
5o2w2nvx;2020-11-26;Yes;5:5;7k6wa6lg;4;1;1;27;belong;6;2
5o2w2nvx;2020-11-26;Yes;5:5;7k6wa6lg;4;1;1;27;common;2;2
5o2w2nvx;2020-11-26;Yes;5:5;7k6wa6lg;4;1;1;27;liking;7;4
5o2w2nvx;2020-11-26;Yes;5:5;7k6wa6lg;4;1;1;27;close;5;1
5o2w2nvx;2020-11-26;Yes;5:5;vfddfrt7;5;2;0;24;belong;5;4
5o2w2nvx;2020-11-26;Yes;5:5;vfddfrt7;5;2;0;24;common;4;4
5o2w2nvx;2020-11-26;Yes;5:5;vfddfrt7;5;2;0;24;liking;5;4
5o2w2nvx;2020-11-26;Yes;5:5;vfddfrt7;5;2;0;24;close;5;4
5o2w2nvx;2020-11-26;Yes;5:5;xaxetbv4;6;1;0;25;belong;5;2
5o2w2nvx;2020-11-26;Yes;5:5;xaxetbv4;6;1;0;25;common;5;2
5o2w2nvx;2020-11-26;Yes;5:5;xaxetbv4;6;1;0;25;liking;6;4
5o2w2nvx;2020-11-26;Yes;5:5;xaxetbv4;6;1;0;25;close;5;3
5o2w2nvx;2020-11-26;Yes;5:5;9b7u6b4o;7;1;0;23;belong;6;1
5o2w2nvx;2020-11-26;Yes;5:5;9b7u6b4o;7;1;0;23;common;4;1
5o2w2nvx;2020-11-26;Yes;5:5;9b7u6b4o;7;1;0;23;liking;7;4
5o2w2nvx;2020-11-26;Yes;5:5;9b7u6b4o;7;1;0;23;close;5;1
5o2w2nvx;2020-11-26;Yes;5:5;93ac5fpd;8;1;0;24;belong;7;1
5o2w2nvx;2020-11-26;Yes;5:5;93ac5fpd;8;1;0;24;common;1;1
5o2w2nvx;2020-11-26;Yes;5:5;93ac5fpd;8;1;0;24;liking;4;4
5o2w2nvx;2020-11-26;Yes;5:5;93ac5fpd;8;1;0;24;close;1;1
5o2w2nvx;2020-11-26;Yes;5:5;fus1anxm;9;2;1;24;belong;7;4
5o2w2nvx;2020-11-26;Yes;5:5;fus1anxm;9;2;1;24;common;6;4
5o2w2nvx;2020-11-26;Yes;5:5;fus1anxm;9;2;1;24;liking;6;7
5o2w2nvx;2020-11-26;Yes;5:5;fus1anxm;9;2;1;24;close;7;4
5o2w2nvx;2020-11-26;Yes;5:5;9s7f6ekp;10;2;0;24;belong;6;1
5o2w2nvx;2020-11-26;Yes;5:5;9s7f6ekp;10;2;0;24;common;3;3
5o2w2nvx;2020-11-26;Yes;5:5;9s7f6ekp;10;2;0;24;liking;5;2
5o2w2nvx;2020-11-26;Yes;5:5;9s7f6ekp;10;2;0;24;close;4;2
ze2zrklm;2020-11-26;No;5:5;04vup2wg;1;2;1;27;belong;7;2
ze2zrklm;2020-11-26;No;5:5;04vup2wg;1;2;1;27;common;4;4
ze2zrklm;2020-11-26;No;5:5;04vup2wg;1;2;1;27;liking;7;6
ze2zrklm;2020-11-26;No;5:5;04vup2wg;1;2;1;27;close;4;4
ze2zrklm;2020-11-26;No;5:5;d8aphly5;2;2;1;25;belong;5;1
ze2zrklm;2020-11-26;No;5:5;d8aphly5;2;2;1;25;common;4;3
ze2zrklm;2020-11-26;No;5:5;d8aphly5;2;2;1;25;liking;6;5
ze2zrklm;2020-11-26;No;5:5;d8aphly5;2;2;1;25;close;3;1
ze2zrklm;2020-11-26;No;5:5;2ho611uw;3;1;1;20;belong;2;1
ze2zrklm;2020-11-26;No;5:5;2ho611uw;3;1;1;20;common;1;1
ze2zrklm;2020-11-26;No;5:5;2ho611uw;3;1;1;20;liking;1;1
ze2zrklm;2020-11-26;No;5:5;2ho611uw;3;1;1;20;close;1;1
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;belong;6;6
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;common;6;5
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;liking;6;4
ze2zrklm;2020-11-26;No;5:5;p66w1qq6;4;2;0;27;close;6;4
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;belong;4;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;common;4;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;liking;5;3
ze2zrklm;2020-11-26;No;5:5;vs8xspuu;5;1;1;28;close;5;3
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;belong;2;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;common;1;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;liking;1;1
ze2zrklm;2020-11-26;No;5:5;jvnvslnt;6;2;0;29;close;1;1
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;belong;6;1
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;common;3;3
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;liking;7;4
ze2zrklm;2020-11-26;No;5:5;f4m6ixqv;7;1;0;23;close;2;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;belong;5;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;common;4;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;liking;4;1
ze2zrklm;2020-11-26;No;5:5;hq7mmc1f;8;2;0;29;close;3;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;belong;2;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;common;4;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;liking;2;1
ze2zrklm;2020-11-26;No;5:5;l7dtkkz0;9;1;0;21;close;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;belong;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;common;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;liking;1;1
ze2zrklm;2020-11-26;No;5:5;ig1kpb8j;10;1;0;22;close;1;1
